0.073682,13.318974,static,1,-34302.1474765774,-2524264.4603202268
0.081046,10.018162,static,2,-34302.1474765774,-2524264.4603202268
0.074076,5.815889,static,4,-34302.1474765774,-2524264.4603202268
0.074839,4.804029,static,8,-34302.1474765774,-2524264.4603202268
0.078798,6.455987,static,16,-34302.1474765774,-2524264.4603202268
0.085698,10.576370,static,32,-34302.1474765774,-2524264.4603202268
0.101753,12.392760,static,64,-34302.1474765774,-2524264.4603202268
0.072804,8.054486,dynamic,1,-34302.1474765774,-2524264.4603202268
0.072282,7.286735,dynamic,2,-34302.1474765774,-2524264.4603202268
0.072766,6.145638,dynamic,4,-34302.1474765774,-2524264.4603202268
0.071532,3.757006,dynamic,8,-34302.1474765774,-2524264.4603202268
0.071100,5.291968,dynamic,16,-34302.1474765774,-2524264.4603202268
0.075001,9.166858,dynamic,32,-34302.1474765774,-2524264.4603202268
0.071890,11.739690,dynamic,64,-34302.1474765774,-2524264.4603202268
0.137053,13.774531,guided,1,-34302.1474765774,-2524264.4603202268
0.129763,13.954210,guided,2,-34302.1474765774,-2524264.4603202268
0.130867,13.523809,guided,4,-34302.1474765774,-2524264.4603202268
0.128475,13.732236,guided,8,-34302.1474765774,-2524264.4603202268
0.127999,13.452082,guided,16,-34302.1474765774,-2524264.4603202268
0.128502,13.651451,guided,32,-34302.1474765774,-2524264.4603202268
0.128353,13.911380,guided,64,-34302.1474765774,-2524264.4603202268
0.128213,13.662151,auto, ,-34302.1474765774,-2524264.4603202268
0.128575,13.642967,static, ,-34302.1474765774,-2524264.4603202268
