0.187388,0.554541,static,1,-34302.1474762955,-2524264.4603198613
0.092957,0.321811,static,2,-34302.1474762955,-2524264.4603198613
0.051371,0.182652,static,4,-34302.1474762955,-2524264.4603198613
0.041225,0.109427,static,8,-34302.1474762955,-2524264.4603198613
0.024319,0.090362,static,16,-34302.1474762955,-2524264.4603198613
1.792297,0.144200,static,32,-34302.1474762955,-2524264.4603198613
0.093636,0.284088,dynamic,2,-34302.1474762955,-2524264.4603198613
0.049304,0.146267,dynamic,4,-34302.1474762955,-2524264.4603198613
0.027845,0.079589,dynamic,8,-34302.1474762955,-2524264.4603198613
0.016054,0.055254,dynamic,16,-34302.1474762955,-2524264.4603198613
2.949703,0.073929,dynamic,32,-34302.1474762955,-2524264.4603198613
0.199718,0.566962,guided,1,-34302.1474762955,-2524264.4603198613
0.101177,0.417667,guided,2,-34302.1474762955,-2524264.4603198613
0.053130,0.372076,guided,4,-34302.1474762955,-2524264.4603198613
0.027871,0.306813,guided,8,-34302.1474762955,-2524264.4603198613
0.021782,0.230807,guided,16,-34302.1474762955,-2524264.4603198613
0.209595,4.950567,guided,32,-34302.1474762955,-2524264.4603198613
