0.0020561386,0.0060427687,1,-343.0214747599,-25242.6446031986
0.0017251298,0.0044498621,2,-343.0214747599,-25242.6446031986
0.0010171374,0.0034366190,3,-343.0214747599,-25242.6446031986
0.0008055810,0.0020404640,6,-343.0214747599,-25242.6446031986
0.0009101727,0.0008240766,12,-343.0214747599,-25242.6446031986
0.0010060230,0.0005633100,24,-343.0214747599,-25242.6446031986
0.0022144588,0.0057997419,1,-343.0214747599,-25242.6446031986
0.0012248210,0.0041830512,2,-343.0214747599,-25242.6446031986
0.0009562881,0.0034927442,3,-343.0214747599,-25242.6446031986
0.0008514961,0.0023930520,6,-343.0214747599,-25242.6446031986
0.0008306671,0.0008406430,12,-343.0214747599,-25242.6446031986
0.0013587940,0.0007030941,24,-343.0214747599,-25242.6446031986
0.0020204987,0.0057496284,1,-343.0214747599,-25242.6446031986
0.0013977732,0.0043167151,2,-343.0214747599,-25242.6446031986
0.0009777979,0.0035671261,3,-343.0214747599,-25242.6446031986
0.0007821927,0.0020768801,6,-343.0214747599,-25242.6446031986
0.0009539318,0.0009277971,12,-343.0214747599,-25242.6446031986
0.0017873207,0.0006117909,24,-343.0214747599,-25242.6446031986
0.0023555900,0.0062458748,1,-343.0214747599,-25242.6446031986
0.0013415534,0.0041536069,2,-343.0214747599,-25242.6446031986
0.0011028768,0.0036525889,3,-343.0214747599,-25242.6446031986
0.0007224451,0.0020385170,6,-343.0214747599,-25242.6446031986
0.0008444041,0.0008035144,12,-343.0214747599,-25242.6446031986
0.0010986472,0.0006182077,24,-343.0214747599,-25242.6446031986
0.0021786932,0.0057494501,1,-343.0214747599,-25242.6446031986
0.0011809319,0.0041771093,2,-343.0214747599,-25242.6446031986
0.0010330402,0.0042437450,3,-343.0214747599,-25242.6446031986
0.0007472029,0.0020212550,6,-343.0214747599,-25242.6446031986
0.0008435273,0.0008468572,12,-343.0214747599,-25242.6446031986
0.0010942440,0.0006515002,24,-343.0214747599,-25242.6446031986
0.0019490323,0.0057360139,1,-343.0214747599,-25242.6446031986
0.0017662607,0.0043515507,2,-343.0214747599,-25242.6446031986
0.0009978623,0.0035710707,3,-343.0214747599,-25242.6446031986
0.0007641502,0.0019469121,6,-343.0214747599,-25242.6446031986
0.0008966373,0.0008983519,12,-343.0214747599,-25242.6446031986
0.0009667492,0.0005866969,24,-343.0214747599,-25242.6446031986
0.0019693631,0.0055703786,1,-343.0214747599,-25242.6446031986
0.0013430980,0.0040257634,2,-343.0214747599,-25242.6446031986
0.0008965619,0.0035094558,3,-343.0214747599,-25242.6446031986
0.0007768287,0.0019646971,6,-343.0214747599,-25242.6446031986
0.0007627606,0.0008382304,12,-343.0214747599,-25242.6446031986
0.0012998511,0.0005894070,24,-343.0214747599,-25242.6446031986
0.0019443608,0.0055887219,1,-343.0214747599,-25242.6446031986
0.0011291630,0.0040592169,2,-343.0214747599,-25242.6446031986
0.0010194769,0.0035014921,3,-343.0214747599,-25242.6446031986
0.0007396289,0.0019782190,6,-343.0214747599,-25242.6446031986
0.0008567693,0.0008481857,12,-343.0214747599,-25242.6446031986
0.0011818730,0.0006551081,24,-343.0214747599,-25242.6446031986
0.0020596180,0.0055485331,1,-343.0214747599,-25242.6446031986
0.0011658682,0.0040601999,2,-343.0214747599,-25242.6446031986
0.0009237221,0.0035027163,3,-343.0214747599,-25242.6446031986
0.0007225801,0.0020184810,6,-343.0214747599,-25242.6446031986
0.0008890741,0.0009298371,12,-343.0214747599,-25242.6446031986
0.0166379320,0.0235036202,24,-343.0214747599,-25242.6446031986
0.0020588632,0.0057460451,1,-343.0214747599,-25242.6446031986
0.0012726947,0.0043156864,2,-343.0214747599,-25242.6446031986
0.0009993347,0.0036792872,3,-343.0214747599,-25242.6446031986
0.0007494879,0.0024700221,6,-343.0214747599,-25242.6446031986
0.0443922621,0.0228603580,12,-343.0214747599,-25242.6446031986
0.0011856789,0.0007177889,24,-343.0214747599,-25242.6446031986
0.0021449677,0.0059750457,1,-343.0214747599,-25242.6446031986
0.0011383770,0.0042624008,2,-343.0214747599,-25242.6446031986
0.0009240769,0.0035619158,3,-343.0214747599,-25242.6446031986
0.0007204912,0.0019814759,6,-343.0214747599,-25242.6446031986
0.0008418066,0.0008922820,12,-343.0214747599,-25242.6446031986
0.0011452409,0.0006353939,24,-343.0214747599,-25242.6446031986
0.0022090087,0.0060059470,1,-343.0214747599,-25242.6446031986
0.0012350241,0.0043809661,2,-343.0214747599,-25242.6446031986
0.0010264423,0.0037337500,3,-343.0214747599,-25242.6446031986
0.0007696860,0.0025479011,6,-343.0214747599,-25242.6446031986
0.0008952292,0.0009323750,12,-343.0214747599,-25242.6446031986
0.0167950811,0.0037223049,24,-343.0214747599,-25242.6446031986
0.0021539917,0.0057130763,1,-343.0214747599,-25242.6446031986
0.0012449911,0.0046047559,2,-343.0214747599,-25242.6446031986
0.0009444370,0.0037554740,3,-343.0214747599,-25242.6446031986
0.0007667039,0.0020418870,6,-343.0214747599,-25242.6446031986
0.0007839063,0.0008304920,12,-343.0214747599,-25242.6446031986
0.0010660249,0.0005634273,24,-343.0214747599,-25242.6446031986
0.0021642828,0.0059129922,1,-343.0214747599,-25242.6446031986
0.0011610119,0.0042422512,2,-343.0214747599,-25242.6446031986
0.0010433770,0.0036419057,3,-343.0214747599,-25242.6446031986
0.0007635220,0.0020189350,6,-343.0214747599,-25242.6446031986
0.0007707593,0.0007988131,12,-343.0214747599,-25242.6446031986
0.0012360658,0.0007105721,24,-343.0214747599,-25242.6446031986
0.0027666297,0.0076086642,1,-343.0214747599,-25242.6446031986
0.0012125229,0.0043280581,2,-343.0214747599,-25242.6446031986
0.0009506932,0.0035779639,3,-343.0214747599,-25242.6446031986
0.0007981081,0.0020141508,6,-343.0214747599,-25242.6446031986
0.0007356578,0.0008067023,12,-343.0214747599,-25242.6446031986
0.0012332979,0.0144409640,24,-343.0214747599,-25242.6446031986
0.0019417289,0.0058170110,1,-343.0214747599,-25242.6446031986
0.0011521932,0.0039906371,2,-343.0214747599,-25242.6446031986
0.0010244227,0.0035104826,3,-343.0214747599,-25242.6446031986
0.0008247150,0.0019664606,6,-343.0214747599,-25242.6446031986
0.0008100159,0.0008179457,12,-343.0214747599,-25242.6446031986
0.0013384307,0.0007722341,24,-343.0214747599,-25242.6446031986
0.0021039122,0.0056408606,1,-343.0214747599,-25242.6446031986
0.0012510903,0.0041633388,2,-343.0214747599,-25242.6446031986
0.0009660632,0.0035747569,3,-343.0214747599,-25242.6446031986
0.0006749658,0.0019272417,6,-343.0214747599,-25242.6446031986
0.0009241272,0.0008759010,12,-343.0214747599,-25242.6446031986
0.0011974294,0.0006681867,24,-343.0214747599,-25242.6446031986
0.0020517083,0.0056063957,1,-343.0214747599,-25242.6446031986
0.0012630620,0.0041105007,2,-343.0214747599,-25242.6446031986
0.0009211679,0.0037249420,3,-343.0214747599,-25242.6446031986
0.0007266952,0.0019572116,6,-343.0214747599,-25242.6446031986
0.0008478807,0.0008095857,12,-343.0214747599,-25242.6446031986
0.0160217686,0.0071643330,24,-343.0214747599,-25242.6446031986
0.0020677843,0.0056026122,1,-343.0214747599,-25242.6446031986
0.0013049087,0.0046922271,2,-343.0214747599,-25242.6446031986
0.0011357851,0.0039800340,3,-343.0214747599,-25242.6446031986
0.0007697758,0.0020190682,6,-343.0214747599,-25242.6446031986
0.0008728122,0.0008306708,12,-343.0214747599,-25242.6446031986
0.0013654009,0.0005729469,24,-343.0214747599,-25242.6446031986
0.0021107872,0.0056411871,1,-343.0214747599,-25242.6446031986
0.0012986623,0.0040699667,2,-343.0214747599,-25242.6446031986
0.0009511369,0.0035685143,3,-343.0214747599,-25242.6446031986
0.0009095711,0.0019341619,6,-343.0214747599,-25242.6446031986
0.0008187499,0.0008895281,12,-343.0214747599,-25242.6446031986
0.0012805131,0.0006875237,24,-343.0214747599,-25242.6446031986
0.0020676618,0.0056129470,1,-343.0214747599,-25242.6446031986
0.0012405352,0.0042544240,2,-343.0214747599,-25242.6446031986
0.0009772419,0.0035415059,3,-343.0214747599,-25242.6446031986
0.0008128132,0.0019631889,6,-343.0214747599,-25242.6446031986
0.0008834810,0.0008287197,12,-343.0214747599,-25242.6446031986
0.0011806767,0.0007427842,24,-343.0214747599,-25242.6446031986
0.0021132119,0.0056535429,1,-343.0214747599,-25242.6446031986
0.0013021310,0.0040223030,2,-343.0214747599,-25242.6446031986
0.0010182150,0.0034773010,3,-343.0214747599,-25242.6446031986
0.0007242737,0.0019166139,6,-343.0214747599,-25242.6446031986
0.0008038902,0.0007798602,12,-343.0214747599,-25242.6446031986
0.0013073841,0.0007217182,24,-343.0214747599,-25242.6446031986
0.0020101639,0.0057353042,1,-343.0214747599,-25242.6446031986
0.0013546939,0.0041826651,2,-343.0214747599,-25242.6446031986
0.0010388289,0.0035387692,3,-343.0214747599,-25242.6446031986
0.0007207668,0.0019924426,6,-343.0214747599,-25242.6446031986
0.0008481462,0.0008981493,12,-343.0214747599,-25242.6446031986
0.0012210696,0.0007870127,24,-343.0214747599,-25242.6446031986
0.0021108342,0.0056676222,1,-343.0214747599,-25242.6446031986
0.0012361901,0.0039800080,2,-343.0214747599,-25242.6446031986
0.0009759688,0.0033916249,3,-343.0214747599,-25242.6446031986
0.0007914780,0.0020164610,6,-343.0214747599,-25242.6446031986
0.0008128877,0.0008035656,12,-343.0214747599,-25242.6446031986
0.0013034148,0.0005485583,24,-343.0214747599,-25242.6446031986
0.0020725559,0.0056721601,1,-343.0214747599,-25242.6446031986
0.0012187278,0.0039938092,2,-343.0214747599,-25242.6446031986
0.0009246031,0.0035034413,3,-343.0214747599,-25242.6446031986
0.0007670699,0.0019023260,6,-343.0214747599,-25242.6446031986
0.0007587811,0.0008498849,12,-343.0214747599,-25242.6446031986
0.0012580110,0.0007403889,24,-343.0214747599,-25242.6446031986
0.0019371449,0.0056053931,1,-343.0214747599,-25242.6446031986
0.0012398320,0.0039520157,2,-343.0214747599,-25242.6446031986
0.0009537810,0.0033448301,3,-343.0214747599,-25242.6446031986
0.0007150071,0.0019250317,6,-343.0214747599,-25242.6446031986
0.0007902286,0.0007782760,12,-343.0214747599,-25242.6446031986
0.0012517641,0.0006747092,24,-343.0214747599,-25242.6446031986
0.0019323630,0.0054473602,1,-343.0214747599,-25242.6446031986
0.0011567078,0.0040765591,2,-343.0214747599,-25242.6446031986
0.0009153406,0.0034087980,3,-343.0214747599,-25242.6446031986
0.0007136748,0.0019314173,6,-343.0214747599,-25242.6446031986
0.0007241671,0.0008122958,12,-343.0214747599,-25242.6446031986
0.0011417782,0.0006104410,24,-343.0214747599,-25242.6446031986
0.0019425200,0.0055942116,1,-343.0214747599,-25242.6446031986
0.0012231483,0.0041070953,2,-343.0214747599,-25242.6446031986
0.0011251280,0.0036769658,3,-343.0214747599,-25242.6446031986
0.0007365718,0.0020799092,6,-343.0214747599,-25242.6446031986
0.0007390813,0.0008242382,12,-343.0214747599,-25242.6446031986
0.0009754216,0.0005941400,24,-343.0214747599,-25242.6446031986
0.0019715219,0.0054301489,1,-343.0214747599,-25242.6446031986
0.0014113211,0.0040002228,2,-343.0214747599,-25242.6446031986
0.0010494590,0.0035016700,3,-343.0214747599,-25242.6446031986
0.0007446790,0.0019876109,6,-343.0214747599,-25242.6446031986
0.0008215439,0.0008233311,12,-343.0214747599,-25242.6446031986
0.0009880560,0.0005894220,24,-343.0214747599,-25242.6446031986
0.0019683577,0.0055141454,1,-343.0214747599,-25242.6446031986
0.0012374511,0.0039451560,2,-343.0214747599,-25242.6446031986
0.0009380570,0.0034137024,3,-343.0214747599,-25242.6446031986
0.0007098396,0.0018682997,6,-343.0214747599,-25242.6446031986
0.0008549141,0.0008561914,12,-343.0214747599,-25242.6446031986
0.0013062097,0.0006434890,24,-343.0214747599,-25242.6446031986
0.0019575921,0.0055515380,1,-343.0214747599,-25242.6446031986
0.0012432751,0.0039416640,2,-343.0214747599,-25242.6446031986
0.0011070720,0.0038639288,3,-343.0214747599,-25242.6446031986
0.0008938257,0.0019855262,6,-343.0214747599,-25242.6446031986
0.0009620860,0.0010235058,12,-343.0214747599,-25242.6446031986
0.0012264340,0.0006911992,24,-343.0214747599,-25242.6446031986
0.0021044984,0.0055368058,1,-343.0214747599,-25242.6446031986
0.0012184130,0.0039760070,2,-343.0214747599,-25242.6446031986
0.0009400090,0.0034149229,3,-343.0214747599,-25242.6446031986
0.0007256549,0.0019102711,6,-343.0214747599,-25242.6446031986
0.0008274699,0.0008237390,12,-343.0214747599,-25242.6446031986
0.0012763571,0.0005961130,24,-343.0214747599,-25242.6446031986
0.0019657081,0.0054108822,1,-343.0214747599,-25242.6446031986
0.0012646769,0.0040042088,2,-343.0214747599,-25242.6446031986
0.0009079287,0.0034309938,3,-343.0214747599,-25242.6446031986
0.0007267692,0.0018958850,6,-343.0214747599,-25242.6446031986
0.0008701612,0.0008484246,12,-343.0214747599,-25242.6446031986
0.0013920949,0.0007528393,24,-343.0214747599,-25242.6446031986
0.0019886256,0.0055494560,1,-343.0214747599,-25242.6446031986
0.0012618438,0.0039360048,2,-343.0214747599,-25242.6446031986
0.0009368071,0.0034389081,3,-343.0214747599,-25242.6446031986
0.0007413528,0.0019199844,6,-343.0214747599,-25242.6446031986
0.0008384520,0.0008050739,12,-343.0214747599,-25242.6446031986
0.0014634570,0.0005937251,24,-343.0214747599,-25242.6446031986
0.0019876710,0.0054141632,1,-343.0214747599,-25242.6446031986
0.0011765268,0.0040708138,2,-343.0214747599,-25242.6446031986
0.0010562972,0.0034892820,3,-343.0214747599,-25242.6446031986
0.0007296712,0.0019765641,6,-343.0214747599,-25242.6446031986
0.0008212547,0.0008694818,12,-343.0214747599,-25242.6446031986
0.0011897571,0.0007007597,24,-343.0214747599,-25242.6446031986
0.0019481783,0.0054092719,1,-343.0214747599,-25242.6446031986
0.0011535473,0.0042791818,2,-343.0214747599,-25242.6446031986
0.0009494647,0.0034684027,3,-343.0214747599,-25242.6446031986
0.0008314131,0.0018828642,6,-343.0214747599,-25242.6446031986
0.0008009211,0.0008264440,12,-343.0214747599,-25242.6446031986
0.0012838007,0.0005654432,24,-343.0214747599,-25242.6446031986
0.0020011957,0.0057066469,1,-343.0214747599,-25242.6446031986
0.0012025139,0.0043831938,2,-343.0214747599,-25242.6446031986
0.0009604902,0.0033731787,3,-343.0214747599,-25242.6446031986
0.0007852931,0.0019182540,6,-343.0214747599,-25242.6446031986
0.0008370769,0.0008582943,12,-343.0214747599,-25242.6446031986
0.0020830231,0.0006778128,24,-343.0214747599,-25242.6446031986
0.0019749347,0.0055564409,1,-343.0214747599,-25242.6446031986
0.0012413068,0.0040666368,2,-343.0214747599,-25242.6446031986
0.0009503709,0.0035725851,3,-343.0214747599,-25242.6446031986
0.0007865671,0.0019614869,6,-343.0214747599,-25242.6446031986
0.0007468769,0.0008590138,12,-343.0214747599,-25242.6446031986
0.0012277039,0.0006714859,24,-343.0214747599,-25242.6446031986
0.0020576823,0.0054726498,1,-343.0214747599,-25242.6446031986
0.0013999972,0.0044787480,2,-343.0214747599,-25242.6446031986
0.0009606229,0.0035006478,3,-343.0214747599,-25242.6446031986
0.0008488791,0.0019172868,6,-343.0214747599,-25242.6446031986
0.0007927511,0.0008414658,12,-343.0214747599,-25242.6446031986
0.0037454348,0.0006760550,24,-343.0214747599,-25242.6446031986
0.0019408520,0.0056912396,1,-343.0214747599,-25242.6446031986
0.0013005221,0.0039946917,2,-343.0214747599,-25242.6446031986
0.0011398867,0.0035257824,3,-343.0214747599,-25242.6446031986
0.0008551036,0.0019236030,6,-343.0214747599,-25242.6446031986
0.0009887642,0.0008140453,12,-343.0214747599,-25242.6446031986
0.0012728563,0.0006823172,24,-343.0214747599,-25242.6446031986
0.0019294140,0.0054618763,1,-343.0214747599,-25242.6446031986
0.0011640131,0.0039825388,2,-343.0214747599,-25242.6446031986
0.0009486340,0.0036339769,3,-343.0214747599,-25242.6446031986
0.0007940340,0.0019976399,6,-343.0214747599,-25242.6446031986
0.0008524777,0.0008306950,12,-343.0214747599,-25242.6446031986
0.0010881531,0.0005796230,24,-343.0214747599,-25242.6446031986
0.0021395432,0.0056603341,1,-343.0214747599,-25242.6446031986
0.0011743270,0.0040904935,2,-343.0214747599,-25242.6446031986
0.0008763322,0.0035115839,3,-343.0214747599,-25242.6446031986
0.0007728650,0.0020141313,6,-343.0214747599,-25242.6446031986
0.0008774600,0.0008356120,12,-343.0214747599,-25242.6446031986
0.0012243171,0.0006728191,24,-343.0214747599,-25242.6446031986
0.0019414909,0.0054117991,1,-343.0214747599,-25242.6446031986
0.0012258841,0.0040488052,2,-343.0214747599,-25242.6446031986
0.0010477561,0.0033823592,3,-343.0214747599,-25242.6446031986
0.0008059158,0.0020247251,6,-343.0214747599,-25242.6446031986
0.0008274820,0.0008017467,12,-343.0214747599,-25242.6446031986
0.0013101464,0.0005821469,24,-343.0214747599,-25242.6446031986
0.0020886241,0.0055141710,1,-343.0214747599,-25242.6446031986
0.0011881641,0.0045461482,2,-343.0214747599,-25242.6446031986
0.0009251600,0.0035241372,3,-343.0214747599,-25242.6446031986
0.0008104360,0.0020226291,6,-343.0214747599,-25242.6446031986
0.0009256401,0.0008784733,12,-343.0214747599,-25242.6446031986
0.0014116978,0.0007794271,24,-343.0214747599,-25242.6446031986
0.0024390649,0.0065038633,1,-343.0214747599,-25242.6446031986
0.0013690959,0.0041253557,2,-343.0214747599,-25242.6446031986
0.0010217126,0.0037475368,3,-343.0214747599,-25242.6446031986
0.0007661870,0.0019479860,6,-343.0214747599,-25242.6446031986
0.0009895968,0.0007894039,12,-343.0214747599,-25242.6446031986
0.0012718607,0.0007000021,24,-343.0214747599,-25242.6446031986
0.0019776849,0.0061360002,1,-343.0214747599,-25242.6446031986
0.0011577238,0.0040876642,2,-343.0214747599,-25242.6446031986
0.0009554951,0.0034398590,3,-343.0214747599,-25242.6446031986
0.0008094506,0.0018825871,6,-343.0214747599,-25242.6446031986
0.0008255453,0.0008207308,12,-343.0214747599,-25242.6446031986
0.0053462051,0.0006526802,24,-343.0214747599,-25242.6446031986
0.0019561411,0.0055037262,1,-343.0214747599,-25242.6446031986
0.0013118112,0.0042199851,2,-343.0214747599,-25242.6446031986
0.0011178418,0.0042419960,3,-343.0214747599,-25242.6446031986
0.0007875767,0.0020009833,6,-343.0214747599,-25242.6446031986
0.0009869272,0.0008155163,12,-343.0214747599,-25242.6446031986
0.0014249282,0.0007338049,24,-343.0214747599,-25242.6446031986
0.0022017639,0.0059251720,1,-343.0214747599,-25242.6446031986
0.0013558799,0.0041274182,2,-343.0214747599,-25242.6446031986
0.0009885160,0.0036029587,3,-343.0214747599,-25242.6446031986
0.0007676072,0.0020220331,6,-343.0214747599,-25242.6446031986
0.0008147932,0.0008703591,12,-343.0214747599,-25242.6446031986
0.0049178912,0.0007367721,24,-343.0214747599,-25242.6446031986
0.0020166598,0.0056352182,1,-343.0214747599,-25242.6446031986
0.0012336709,0.0040350491,2,-343.0214747599,-25242.6446031986
0.0009339051,0.0034924401,3,-343.0214747599,-25242.6446031986
0.0007458944,0.0019146549,6,-343.0214747599,-25242.6446031986
0.0008659060,0.0008066483,12,-343.0214747599,-25242.6446031986
0.0010522460,0.0006902749,24,-343.0214747599,-25242.6446031986
0.0019892282,0.0054261200,1,-343.0214747599,-25242.6446031986
0.0013580411,0.0041568154,2,-343.0214747599,-25242.6446031986
0.0009881980,0.0035400973,3,-343.0214747599,-25242.6446031986
0.0007725018,0.0020427858,6,-343.0214747599,-25242.6446031986
0.0008139103,0.0008411827,12,-343.0214747599,-25242.6446031986
0.0013284632,0.0006752671,24,-343.0214747599,-25242.6446031986
0.0020084800,0.0058617806,1,-343.0214747599,-25242.6446031986
0.0014409088,0.0041170591,2,-343.0214747599,-25242.6446031986
0.0009000706,0.0034328802,3,-343.0214747599,-25242.6446031986
0.0007417249,0.0019788840,6,-343.0214747599,-25242.6446031986
0.0008817799,0.0009657731,12,-343.0214747599,-25242.6446031986
0.0050693671,0.0006891591,24,-343.0214747599,-25242.6446031986
0.0020190212,0.0055706841,1,-343.0214747599,-25242.6446031986
0.0011960571,0.0039512641,2,-343.0214747599,-25242.6446031986
0.0009652330,0.0033732918,3,-343.0214747599,-25242.6446031986
0.0008125631,0.0020647491,6,-343.0214747599,-25242.6446031986
0.0008606659,0.0008185077,12,-343.0214747599,-25242.6446031986
0.0011301292,0.0006179670,24,-343.0214747599,-25242.6446031986
0.0019363253,0.0056090062,1,-343.0214747599,-25242.6446031986
0.0014488949,0.0040287338,2,-343.0214747599,-25242.6446031986
0.0010481267,0.0036799917,3,-343.0214747599,-25242.6446031986
0.0007818788,0.0020320923,6,-343.0214747599,-25242.6446031986
0.0008772197,0.0008055759,12,-343.0214747599,-25242.6446031986
0.0011346238,0.0006183027,24,-343.0214747599,-25242.6446031986
0.0020827111,0.0056308578,1,-343.0214747599,-25242.6446031986
0.0013268520,0.0040477151,2,-343.0214747599,-25242.6446031986
0.0009497372,0.0036878791,3,-343.0214747599,-25242.6446031986
0.0007226742,0.0018714298,6,-343.0214747599,-25242.6446031986
0.0008121529,0.0009011338,12,-343.0214747599,-25242.6446031986
0.0012874198,0.0007707360,24,-343.0214747599,-25242.6446031986
0.0020278520,0.0059851413,1,-343.0214747599,-25242.6446031986
0.0012781541,0.0041444772,2,-343.0214747599,-25242.6446031986
0.0008848077,0.0035575461,3,-343.0214747599,-25242.6446031986
0.0008075959,0.0019979342,6,-343.0214747599,-25242.6446031986
0.0007878728,0.0009065280,12,-343.0214747599,-25242.6446031986
0.0044910493,0.0006788210,24,-343.0214747599,-25242.6446031986
0.0019746386,0.0054980689,1,-343.0214747599,-25242.6446031986
0.0012933323,0.0041088061,2,-343.0214747599,-25242.6446031986
0.0009265994,0.0034797201,3,-343.0214747599,-25242.6446031986
0.0008376730,0.0019771634,6,-343.0214747599,-25242.6446031986
0.0009334660,0.0008170852,12,-343.0214747599,-25242.6446031986
0.0012433329,0.0006605908,24,-343.0214747599,-25242.6446031986
0.0019562938,0.0055199186,1,-343.0214747599,-25242.6446031986
0.0013051271,0.0041433079,2,-343.0214747599,-25242.6446031986
0.0010108608,0.0035178661,3,-343.0214747599,-25242.6446031986
0.0008460921,0.0020023193,6,-343.0214747599,-25242.6446031986
0.0009509232,0.0008756262,12,-343.0214747599,-25242.6446031986
0.0014193039,0.0006893147,24,-343.0214747599,-25242.6446031986
0.0020257179,0.0056485240,1,-343.0214747599,-25242.6446031986
0.0011727321,0.0041312999,2,-343.0214747599,-25242.6446031986
0.0009995443,0.0034064762,3,-343.0214747599,-25242.6446031986
0.0008814293,0.0019886447,6,-343.0214747599,-25242.6446031986
0.0009919559,0.0008049528,12,-343.0214747599,-25242.6446031986
0.0011163107,0.0006441637,24,-343.0214747599,-25242.6446031986
0.0019802833,0.0054070470,1,-343.0214747599,-25242.6446031986
0.0013553291,0.0042666700,2,-343.0214747599,-25242.6446031986
0.0009497521,0.0035456950,3,-343.0214747599,-25242.6446031986
0.0009423331,0.0019385167,6,-343.0214747599,-25242.6446031986
0.0008117161,0.0008848761,12,-343.0214747599,-25242.6446031986
0.0011825380,0.0005700882,24,-343.0214747599,-25242.6446031986
0.0021078107,0.0056689773,1,-343.0214747599,-25242.6446031986
0.0013577901,0.0040395772,2,-343.0214747599,-25242.6446031986
0.0009752521,0.0035949643,3,-343.0214747599,-25242.6446031986
0.0008471110,0.0019473610,6,-343.0214747599,-25242.6446031986
0.0007597632,0.0008063512,12,-343.0214747599,-25242.6446031986
0.0013783020,0.0007188041,24,-343.0214747599,-25242.6446031986
0.0020573987,0.0057067228,1,-343.0214747599,-25242.6446031986
0.0012335861,0.0041120271,2,-343.0214747599,-25242.6446031986
0.0009510810,0.0034469538,3,-343.0214747599,-25242.6446031986
0.0007622521,0.0019077789,6,-343.0214747599,-25242.6446031986
0.0008259499,0.0008006617,12,-343.0214747599,-25242.6446031986
0.0012548319,0.0006885398,24,-343.0214747599,-25242.6446031986
0.0022193822,0.0057141706,1,-343.0214747599,-25242.6446031986
0.0011665532,0.0041942070,2,-343.0214747599,-25242.6446031986
0.0010054847,0.0035255319,3,-343.0214747599,-25242.6446031986
0.0007237401,0.0020233374,6,-343.0214747599,-25242.6446031986
0.0008233381,0.0008306680,12,-343.0214747599,-25242.6446031986
0.0010170471,0.0005853218,24,-343.0214747599,-25242.6446031986
0.0019986304,0.0057416167,1,-343.0214747599,-25242.6446031986
0.0013528010,0.0041581551,2,-343.0214747599,-25242.6446031986
0.0010024831,0.0034115203,3,-343.0214747599,-25242.6446031986
0.0007773554,0.0019316394,6,-343.0214747599,-25242.6446031986
0.0008449322,0.0008082539,12,-343.0214747599,-25242.6446031986
0.0011859424,0.0006969767,24,-343.0214747599,-25242.6446031986
0.0020261314,0.0058643250,1,-343.0214747599,-25242.6446031986
0.0012777257,0.0040407809,2,-343.0214747599,-25242.6446031986
0.0010074992,0.0034438591,3,-343.0214747599,-25242.6446031986
0.0007556388,0.0018987381,6,-343.0214747599,-25242.6446031986
0.0008788938,0.0009169336,12,-343.0214747599,-25242.6446031986
0.0011593848,0.0038770922,24,-343.0214747599,-25242.6446031986
0.0020407191,0.0054829377,1,-343.0214747599,-25242.6446031986
0.0013517821,0.0042521097,2,-343.0214747599,-25242.6446031986
0.0009372709,0.0033963211,3,-343.0214747599,-25242.6446031986
0.0007768380,0.0020221719,6,-343.0214747599,-25242.6446031986
0.0007327651,0.0008186558,12,-343.0214747599,-25242.6446031986
0.0012689792,0.0007052980,24,-343.0214747599,-25242.6446031986
0.0020691580,0.0055823540,1,-343.0214747599,-25242.6446031986
0.0012615286,0.0039596539,2,-343.0214747599,-25242.6446031986
0.0010067658,0.0034884140,3,-343.0214747599,-25242.6446031986
0.0007947893,0.0019511352,6,-343.0214747599,-25242.6446031986
